Date,Relative Time,Frequency,Word,Color,User Choice,Result,Owen
10/09/2023 23:40:13,5856,0.5,Yellow,yellow,Yellow,WRONG
10/09/2023 23:40:15,7357,0.515,Red,red,Purple,WRONG
10/09/2023 23:40:17,9299,0.53,Yellow,yellow,Orange,WRONG
10/09/2023 23:40:19,11171,0.545,Purple,purple,Blue,WRONG
10/09/2023 23:40:21,13116,0.56,Orange,orange,Yellow,WRONG
10/09/2023 23:40:22,14699,0.5750000000000001,Purple,purple,Green,WRONG
10/09/2023 23:40:24,16502,0.5900000000000001,Blue,blue,Blue,WRONG
10/09/2023 23:40:26,18197,0.6050000000000001,Purple,purple,Purple,WRONG
10/09/2023 23:40:27,19882,0.6200000000000001,Green,green,Orange,CORRECT
10/09/2023 23:40:29,21590,0.6350000000000001,Blue,blue,Green,WRONG
10/09/2023 23:40:31,23087,0.6500000000000001,Purple,purple,Yellow,WRONG
10/09/2023 23:40:32,24626,0.6650000000000001,Blue,blue,Purple,WRONG
10/09/2023 23:40:34,26052,0.6800000000000002,Red,red,Orange,WRONG
10/09/2023 23:40:36,28745,0.7100000000000002,Orange,orange,MISS,MISS
