Date,Relative Time,Frequency,Word,Color,User Choice,Result,nick
01/14/2025 22:59:25,6587,0.25,Green,green,Yellow,CORRECT
01/14/2025 22:59:28,10037,0.265,Blue,blue,Green,CORRECT
01/14/2025 22:59:32,13659,0.28,Yellow,yellow,Red,CORRECT
01/14/2025 22:59:35,16905,0.29500000000000004,Blue,blue,Yellow,CORRECT
01/14/2025 22:59:39,20480,0.31000000000000005,Red,red,Green,CORRECT
01/14/2025 22:59:43,24412,0.32500000000000007,Green,green,Yellow,CORRECT
01/14/2025 22:59:45,26837,0.3400000000000001,Yellow,yellow,Red,CORRECT
01/14/2025 22:59:48,30086,0.3550000000000001,Green,green,Yellow,CORRECT
01/14/2025 22:59:51,33082,0.3700000000000001,Yellow,yellow,Green,CORRECT
01/14/2025 22:59:54,35525,0.3850000000000001,Blue,blue,Yellow,CORRECT
01/14/2025 22:59:57,38443,0.40000000000000013,Green,green,Red,CORRECT
01/14/2025 22:59:59,40501,0.41500000000000015,Blue,blue,Green,CORRECT
