Date Time,Relative Time,Expression,Answer,User Choice,Result,PP
10/09/2023 15:22:11,3664,14 + 80 - 45,49,74,Incorrect
10/09/2023 15:22:11,4259,7 + 23 - 11,19,84,Incorrect
10/09/2023 15:22:12,5031,( 16 - 14 ) / 2,1,82,Incorrect
10/09/2023 15:22:15,7479,28 - ( 26 - 4 ),6,1,Incorrect
10/09/2023 15:22:15,8369,1 / ( 2 / 2 ),1,54,Incorrect
10/09/2023 15:22:16,9334,74 + 23 - 72,25,44,Incorrect
10/09/2023 15:22:17,9960,49 - 47 + 50,52,12,Incorrect
10/09/2023 15:22:18,10457,19 + 77 - 79,17,17,Correct
10/09/2023 15:22:18,11074,19 + 77 - 79,17,33,Incorrect
10/09/2023 15:22:19,11622,19 + 77 - 79,17,17,Correct
10/09/2023 15:22:19,12209,19 + 77 - 79,17,33,Incorrect
10/09/2023 15:22:20,12758,19 + 77 - 79,17,17,Correct
10/09/2023 15:22:20,13247,19 + 77 - 79,17,33,Incorrect
10/09/2023 15:22:21,13706,19 + 77 - 79,17,17,Correct
