Start Time,Total Questions,Total Correct,Total Wrong,Total Miss,Total Game Time,Starting Frequency,Increase Rate,End Frequency
11/17/2024 17:38:09,110,2,4,104,180,0.25,0.015,0.75
Date,Relative Time,Frequency,Word,Color,User Choice,Result,Kaiden Ko
11/17/2024 17:38:15,5531,0.25,Blue,blue,Green,CORRECT
11/17/2024 17:38:22,12792,0.28,Red,red,MISS,MISS
11/17/2024 17:38:23,14236,0.28,Green,green,Yellow,WRONG
11/17/2024 17:38:28,19356,0.29500000000000004,Yellow,yellow,Red,WRONG
11/17/2024 17:38:29,19897,0.31000000000000005,Blue,blue,Yellow,CORRECT
11/17/2024 17:38:35,26087,0.3400000000000001,Green,green,MISS,MISS
11/17/2024 17:38:38,29044,0.3550000000000001,Yellow,yellow,MISS,MISS
11/17/2024 17:38:41,31877,0.3700000000000001,Blue,blue,MISS,MISS
11/17/2024 17:38:44,34596,0.3850000000000001,Green,green,MISS,MISS
11/17/2024 17:38:46,37208,0.40000000000000013,Yellow,yellow,MISS,MISS
11/17/2024 17:38:49,39719,0.41500000000000015,Blue,blue,MISS,MISS
11/17/2024 17:38:51,42141,0.43000000000000016,Green,green,MISS,MISS
11/17/2024 17:38:53,44477,0.4450000000000002,Yellow,yellow,MISS,MISS
11/17/2024 17:38:56,46738,0.4600000000000002,Blue,blue,MISS,MISS
11/17/2024 17:38:58,48925,0.4750000000000002,Green,green,MISS,MISS
11/17/2024 17:39:00,51037,0.4900000000000002,Blue,blue,MISS,MISS
11/17/2024 17:39:02,53092,0.5050000000000002,Red,red,MISS,MISS
11/17/2024 17:39:04,55082,0.5200000000000002,Green,green,MISS,MISS
11/17/2024 17:39:06,57026,0.5350000000000003,Yellow,yellow,MISS,MISS
11/17/2024 17:39:08,58912,0.5500000000000003,Blue,blue,MISS,MISS
11/17/2024 17:39:10,60742,0.5650000000000003,Yellow,yellow,MISS,MISS
11/17/2024 17:39:12,62530,0.5800000000000003,Green,green,MISS,MISS
11/17/2024 17:39:13,64267,0.5950000000000003,Yellow,yellow,MISS,MISS
11/17/2024 17:39:15,65965,0.6100000000000003,Red,red,MISS,MISS
11/17/2024 17:39:17,67614,0.6250000000000003,Yellow,yellow,MISS,MISS
11/17/2024 17:39:18,69227,0.6400000000000003,Blue,blue,MISS,MISS
11/17/2024 17:39:20,70806,0.6550000000000004,Green,green,MISS,MISS
11/17/2024 17:39:21,72345,0.6700000000000004,Red,red,MISS,MISS
11/17/2024 17:39:23,73852,0.6850000000000004,Blue,blue,MISS,MISS
11/17/2024 17:39:24,75328,0.7000000000000004,Yellow,yellow,MISS,MISS
11/17/2024 17:39:26,76771,0.7150000000000004,Blue,blue,MISS,MISS
11/17/2024 17:39:27,78183,0.7300000000000004,Red,red,MISS,MISS
11/17/2024 17:39:29,79572,0.7450000000000004,Blue,blue,MISS,MISS
11/17/2024 17:39:30,80927,0.75,Green,green,MISS,MISS
11/17/2024 17:39:31,82276,0.75,Red,red,MISS,MISS
11/17/2024 17:39:33,83626,0.75,Yellow,yellow,MISS,MISS
11/17/2024 17:39:34,84976,0.75,Red,red,MISS,MISS
11/17/2024 17:39:35,86326,0.75,Yellow,yellow,MISS,MISS
11/17/2024 17:39:37,87676,0.75,Red,red,MISS,MISS
11/17/2024 17:39:38,89026,0.75,Green,green,MISS,MISS
11/17/2024 17:39:39,90376,0.75,Blue,blue,MISS,MISS
11/17/2024 17:39:41,91726,0.75,Yellow,yellow,MISS,MISS
11/17/2024 17:39:42,93076,0.75,Blue,blue,MISS,MISS
11/17/2024 17:39:43,94426,0.75,Yellow,yellow,MISS,MISS
11/17/2024 17:39:45,95776,0.75,Blue,blue,MISS,MISS
11/17/2024 17:39:46,97127,0.75,Red,red,MISS,MISS
11/17/2024 17:39:47,98477,0.75,Green,green,MISS,MISS
11/17/2024 17:39:49,99827,0.75,Yellow,yellow,MISS,MISS
11/17/2024 17:39:50,101176,0.75,Blue,blue,MISS,MISS
11/17/2024 17:39:52,102524,0.75,Yellow,yellow,MISS,MISS
11/17/2024 17:39:53,103876,0.75,Blue,blue,MISS,MISS
11/17/2024 17:39:54,105226,0.75,Red,red,MISS,MISS
11/17/2024 17:39:56,106576,0.75,Yellow,yellow,MISS,MISS
11/17/2024 17:39:57,107926,0.75,Red,red,MISS,MISS
11/17/2024 17:39:58,109276,0.75,Blue,blue,MISS,MISS
11/17/2024 17:40:00,110626,0.75,Yellow,yellow,MISS,MISS
11/17/2024 17:40:01,111976,0.75,Green,green,MISS,MISS
11/17/2024 17:40:02,113326,0.75,Yellow,yellow,MISS,MISS
11/17/2024 17:40:04,114676,0.75,Green,green,MISS,MISS
11/17/2024 17:40:05,116026,0.75,Yellow,yellow,MISS,MISS
11/17/2024 17:40:06,117377,0.75,Green,green,MISS,MISS
11/17/2024 17:40:08,118726,0.75,Blue,blue,MISS,MISS
11/17/2024 17:40:09,120076,0.75,Red,red,MISS,MISS
11/17/2024 17:40:10,121426,0.75,Green,green,MISS,MISS
11/17/2024 17:40:12,122776,0.75,Yellow,yellow,MISS,MISS
11/17/2024 17:40:13,124126,0.75,Blue,blue,MISS,MISS
11/17/2024 17:40:14,125476,0.75,Yellow,yellow,MISS,MISS
11/17/2024 17:40:16,126827,0.75,Blue,blue,MISS,MISS
11/17/2024 17:40:17,128177,0.75,Red,red,MISS,MISS
11/17/2024 17:40:19,129526,0.75,Green,green,MISS,MISS
11/17/2024 17:40:20,130876,0.75,Yellow,yellow,MISS,MISS
11/17/2024 17:40:21,132226,0.75,Blue,blue,MISS,MISS
11/17/2024 17:40:23,133576,0.75,Yellow,yellow,MISS,MISS
11/17/2024 17:40:24,134926,0.75,Red,red,MISS,MISS
11/17/2024 17:40:25,136276,0.75,Yellow,yellow,MISS,MISS
11/17/2024 17:40:27,137626,0.75,Green,green,MISS,MISS
11/17/2024 17:40:28,138977,0.75,Blue,blue,MISS,MISS
11/17/2024 17:40:29,140326,0.75,Yellow,yellow,MISS,MISS
11/17/2024 17:40:31,141676,0.75,Blue,blue,MISS,MISS
11/17/2024 17:40:32,143026,0.75,Green,green,MISS,MISS
11/17/2024 17:40:33,143902,0.75,Red,red,Red,WRONG
11/17/2024 17:40:35,145714,0.75,Blue,blue,MISS,MISS
11/17/2024 17:40:36,147059,0.75,Green,green,MISS,MISS
11/17/2024 17:40:37,148409,0.75,Blue,blue,MISS,MISS
11/17/2024 17:40:39,149755,0.75,Yellow,yellow,MISS,MISS
11/17/2024 17:40:40,151101,0.75,Red,red,MISS,MISS
11/17/2024 17:40:41,152452,0.75,Green,green,MISS,MISS
11/17/2024 17:40:43,153801,0.75,Red,red,MISS,MISS
11/17/2024 17:40:44,155151,0.75,Blue,blue,MISS,MISS
11/17/2024 17:40:46,156501,0.75,Red,red,MISS,MISS
11/17/2024 17:40:47,157851,0.75,Yellow,yellow,MISS,MISS
11/17/2024 17:40:48,159202,0.75,Red,red,MISS,MISS
11/17/2024 17:40:50,160551,0.75,Green,green,MISS,MISS
11/17/2024 17:40:50,160891,0.75,Red,red,Green,WRONG
11/17/2024 17:40:52,163239,0.75,Green,green,MISS,MISS
11/17/2024 17:40:54,164581,0.75,Yellow,yellow,MISS,MISS
11/17/2024 17:40:55,165926,0.75,Red,red,MISS,MISS
11/17/2024 17:40:56,167276,0.75,Blue,blue,MISS,MISS
11/17/2024 17:40:58,168626,0.75,Green,green,MISS,MISS
11/17/2024 17:40:59,169976,0.75,Blue,blue,MISS,MISS
11/17/2024 17:41:00,171324,0.75,Green,green,MISS,MISS
11/17/2024 17:41:02,172676,0.75,Yellow,yellow,MISS,MISS
11/17/2024 17:41:03,174023,0.75,Blue,blue,MISS,MISS
11/17/2024 17:41:04,175368,0.75,Yellow,yellow,MISS,MISS
11/17/2024 17:41:06,176718,0.75,Green,green,MISS,MISS
11/17/2024 17:41:07,178068,0.75,Blue,blue,MISS,MISS
11/17/2024 17:41:08,179418,0.75,Red,red,MISS,MISS
11/17/2024 17:41:10,180768,0.75,Green,green,MISS,MISS
11/17/2024 17:41:11,182118,0.75,Blue,blue,MISS,MISS
11/17/2024 17:41:12,183468,0.75,Green,green,MISS,MISS
Start Time,Total Questions,Total Correct,Total Wrong,Total Miss,Total Game Time,Starting Frequency,Increase Rate,End Frequency
11/17/2024 17:38:09,110,2,4,104,180,0.25,0.015,0.75
